apartment_id,apartment_nm,apartment_price,region_cd,region_nm,exclusive_area,deleted_yn,created_at,updated_at
2907,동아목련,208700000,41220,경기도 평택시,26,0,2024.5.22 10:19,2024.5.22 10:19
2908,동아아파트,468000000,41465,경기도 용인시 수지구,18,0,2024.5.22 10:19,2024.5.22 10:19
2909,동아에코빌,592000000,11290,서울특별시 성북구,18,0,2024.5.22 10:19,2024.5.22 10:19
2910,동아전원,85000000,47113,경상북도 포항시 북구,20,0,2024.5.22 10:19,2024.5.22 10:19
2911,동아청솔,645000000,11320,서울특별시 도봉구,18,0,2024.5.22 10:19,2024.5.22 10:19
2912,동아침산2무지개,450000000,27230,대구광역시 북구,41,0,2024.5.22 10:19,2024.5.22 10:19
2913,동아태조,150000000,44131,충청남도 천안시 동남구,18,0,2024.5.22 10:19,2024.5.22 10:19
2914,동아풍림,435000000,28177,인천광역시 미추홀구,51,0,2024.5.22 10:19,2024.5.22 10:19
2915,동아한가람1,1175000000,11710,서울특별자치시 송파구,26,0,2024.5.22 10:19,2024.5.22 10:19
2916,동아한일,155000000,52111,전북특별자치도 전주시 완산구,18,0,2024.5.22 10:19,2024.5.22 10:19
2917,동암신동아,322000000,28237,인천광역시 부평구,26,0,2024.5.22 10:19,2024.5.22 10:19
2918,동양,150000000,28237,인천광역시 부평구,14,0,2024.5.22 10:19,2024.5.22 10:19
2919,동양,193000000,41500,경기도 이천시,18,0,2024.5.22 10:19,2024.5.22 10:19
2920,동양,26000000,52210,전북특별자치도 김제시,20,0,2024.5.22 10:19,2024.5.22 10:19
2921,동양,35000000,43114,충청북도 청주시 청원구,22,0,2024.5.22 10:19,2024.5.22 10:19
2922,동양,78000000,41500,경기도 이천시,18,0,2024.5.22 10:19,2024.5.22 10:19
2923,동양맨션라동,158000000,30140,대전광역시 중구,26,0,2024.5.22 10:19,2024.5.22 10:19
2924,동양메이저2차,670000000,41210,경기도 광명시,26,0,2024.5.22 10:19,2024.5.22 10:19
2925,동양산 우성스마트시티 뷰,327000000,48330,경상남도 양산시,23,0,2024.5.22 10:19,2024.5.22 10:19
2926,동양아트,98000000,31710,울산광역시 울주군,18,0,2024.5.22 10:19,2024.5.22 10:19
2927,동양아파트2동,352500000,31110,울산광역시 중구,19,0,2024.5.22 10:19,2024.5.22 10:19
2928,동양엔파트,861500000,11350,서울특별시 노원구,26,0,2024.5.22 10:19,2024.5.22 10:19
2929,동양엔파트,245000000,41250,경기도 동두천시,26,0,2024.5.22 10:19,2024.5.22 10:19
2930,동양엘레브,780000000,27260,대구광역시 수성구,38,0,2024.5.22 10:19,2024.5.22 10:19
2931,동양팰리스,195000000,26230,부산광역시 부산진구,14,0,2024.5.22 10:19,2024.5.22 10:19
2932,동양한신,245000000,26530,부산광역시 사상구,22,0,2024.5.22 10:19,2024.5.22 10:19
2933,동양한신,90000000,47190,경상북도 구미시,18,0,2024.5.22 10:19,2024.5.22 10:19
2934,동영,45000000,41650,경기도 포천시,18,0,2024.5.22 10:19,2024.5.22 10:19
2935,동영센트럴타워,87000000,41220,경기도 평택시,11,0,2024.5.22 10:19,2024.5.22 10:19
2936,동우,165000000,28260,인천광역시 서구,17,0,2024.5.22 10:19,2024.5.22 10:19
2937,동우1,127000000,28260,인천광역시 서구,12,0,2024.5.22 10:19,2024.5.22 10:19
2938,동우2,132000000,28260,인천광역시 서구,12,0,2024.5.22 10:19,2024.5.22 10:19
2939,동우강변타워1,65000000,48330,경상남도 양산시,18,0,2024.5.22 10:19,2024.5.22 10:19
2940,동우대백타운,40000000,47190,경상북도 구미시,18,0,2024.5.22 10:19,2024.5.22 10:19
2941,동우비봉,40000000,47190,경상북도 구미시,18,0,2024.5.22 10:19,2024.5.22 10:19
2942,동우아스트로아파트,240000000,46870,전라남도 영광군,26,0,2024.5.22 10:19,2024.5.22 10:19
2943,동우전원,46000000,47190,경상북도 구미시,18,0,2024.5.22 10:19,2024.5.22 10:19
2944,동원,110000000,41670,경기도 여주시,15,0,2024.5.22 10:19,2024.5.22 10:19
2945,동원,100000000,48250,경상남도 김해시,15,0,2024.5.22 10:19,2024.5.22 10:19
2946,동원,98000000,48330,경상남도 양산시,18,0,2024.5.22 10:19,2024.5.22 10:19
2947,동원,158000000,41150,경기도 의정부시,18,0,2024.5.22 10:19,2024.5.22 10:19
2948,동원,150000000,26320,부산광역시 북구,18,0,2024.5.22 10:19,2024.5.22 10:19
2949,동원,79000000,48250,경상남도 김해시,18,0,2024.5.22 10:19,2024.5.22 10:19
2950,동원,393000000,41390,경기도 시흥시,26,0,2024.5.22 10:19,2024.5.22 10:19
2951,동원,20000000,46230,전라남도 광양시,13,0,2024.5.22 10:19,2024.5.22 10:19
2952,동원,150000000,28237,인천광역시 부평구,17,0,2024.5.22 10:19,2024.5.22 10:19
2953,동원,160000000,41390,경기도 시흥시,20,0,2024.5.22 10:19,2024.5.22 10:19
2954,동원,242500000,26260,부산광역시 동래구,18,0,2024.5.22 10:19,2024.5.22 10:19
2955,동원드림타운,330000000,26170,부산광역시 동구,26,0,2024.5.22 10:19,2024.5.22 10:19
2956,동원로얄듀크,140000000,26380,부산광역시 사하구,18,0,2024.5.22 10:19,2024.5.22 10:19
2957,동원로얄듀크,199000000,48330,경상남도 양산시,18,0,2024.5.22 10:19,2024.5.22 10:19
2958,동원로얄듀크,250000000,26320,부산광역시 북구,26,0,2024.5.22 10:19,2024.5.22 10:19
2959,동원로얄듀크,269000000,26260,부산광역시 동래구,18,0,2024.5.22 10:19,2024.5.22 10:19
2960,동원로얄듀크,230000000,48250,경상남도 김해시,26,0,2024.5.22 10:19,2024.5.22 10:19
2961,동원로얄듀크1차,87000000,48220,경상남도 통영시,18,0,2024.5.22 10:19,2024.5.22 10:19
2962,동원마을동원로얄듀크,495000000,41463,경기도 용인시 기흥구,36,0,2024.5.22 10:19,2024.5.22 10:19
2963,동원맨션,67000000,52210,전북특별자치도 김제시,26,0,2024.5.22 10:19,2024.5.22 10:19
2964,동원베네스트,690000000,11410,서울특별시 서대문구,32,0,2024.5.22 10:19,2024.5.22 10:19
2965,동원베네스트,1060000000,11590,서울특별시 동작구,26,0,2024.5.22 10:19,2024.5.22 10:19
2966,동원베네스트,307000000,26470,부산광역시 연제구,26,0,2024.5.22 10:19,2024.5.22 10:19
2967,동원베네스트,525000000,41310,경기도 구리시,18,0,2024.5.22 10:19,2024.5.22 10:19
2968,동원베네스트,520000000,41360,경기도 남양주시,26,0,2024.5.22 10:19,2024.5.22 10:19
2969,동원베네스트2차,243000000,26380,부산광역시 사하구,31,0,2024.5.22 10:19,2024.5.22 10:19
2970,동원아파트,45000000,41250,경기도 동두천시,18,0,2024.5.22 10:19,2024.5.22 10:19
2971,동원역삼정그린코아,335000000,26320,부산광역시 북구,22,0,2024.5.22 10:19,2024.5.22 10:19
2972,동원주택,49500000,41480,경기도 파주시,18,0,2024.5.22 10:19,2024.5.22 10:19
2973,동원타워,259000000,26470,부산광역시 연제구,18,0,2024.5.22 10:19,2024.5.22 10:19
2974,동원화인패밀리,210000000,26230,부산광역시 부산진구,26,0,2024.5.22 10:19,2024.5.22 10:19
2975,동읍다숲아파트,180000000,48121,경상남도 창원시 의창구,18,0,2024.5.22 10:19,2024.5.22 10:19
2976,동일,150000000,26290,부산광역시 남구,16,0,2024.5.22 10:19,2024.5.22 10:19
2977,동일,144500000,29170,광주광역시 북구,26,0,2024.5.22 10:19,2024.5.22 10:19
2978,동일,175000000,48250,경상남도 김해시,18,0,2024.5.22 10:19,2024.5.22 10:19
2979,동일,150000000,26320,부산광역시 북구,18,0,2024.5.22 10:19,2024.5.22 10:19
2980,동일센타시아,198500000,43112,충청북도 청주시 서원구,19,0,2024.5.22 10:19,2024.5.22 10:19
2981,동일스위트,225000000,26230,부산광역시 부산진구,18,0,2024.5.22 10:19,2024.5.22 10:19
2982,동일스위트,255000000,26290,부산광역시 남구,18,0,2024.5.22 10:19,2024.5.22 10:19
2983,동일스위트,240000000,48170,경상남도 진주시,26,0,2024.5.22 10:19,2024.5.22 10:19
2984,동일스위트2,165000000,48330,경상남도 양산시,18,0,2024.5.22 10:19,2024.5.22 10:19
2985,동일스위트3차,240000000,26710,부산광역시 기장군,20,0,2024.5.22 10:19,2024.5.22 10:19
2986,동일스위트더파크,292000000,47900,경상북도 예천군,26,0,2024.5.22 10:19,2024.5.22 10:19
2987,동일스위트리버2차,610000000,11500,서울특별시 강서구,18,0,2024.5.22 10:19,2024.5.22 10:19
2988,동일하이빌,640000000,41450,경기도 하남시,26,0,2024.5.22 10:19,2024.5.22 10:19
2989,동일하이빌,265000000,43130,충청북도 충주시,25,0,2024.5.22 10:19,2024.5.22 10:19
2990,동일하이빌,342500000,44133,충청남도 천안시 서북구,23,0,2024.5.22 10:19,2024.5.22 10:19
2991,동일하이빌2단지,1130000000,11470,서울특별시 양천구,35,0,2024.5.22 10:19,2024.5.22 10:19
2992,동일하이빌뉴시티,1310000000,11290,서울특별시 성북구,41,0,2024.5.22 10:19,2024.5.22 10:19
2993,동작상떼빌,1127500000,11590,서울특별시 동작구,39,0,2024.5.22 10:19,2024.5.22 10:19
2994,동전,55000000,48330,경상남도 양산시,23,0,2024.5.22 10:19,2024.5.22 10:19
2995,동점,13500000,51190,강원특별자치도 태백시,12,0,2024.5.22 10:19,2024.5.22 10:19
2996,동정오성아파트,165000000,48121,경상남도 창원시 의창구,18,0,2024.5.22 10:19,2024.5.22 10:19
2997,동주,74000000,51130,강원특별자치도 원주시,18,0,2024.5.22 10:19,2024.5.22 10:19
2998,동진,70000000,51820,강원특별자치도 고성군,15,0,2024.5.22 10:19,2024.5.22 10:19
2999,동진,35000000,44270,충청남도 당진시,12,0,2024.5.22 10:19,2024.5.22 10:19
3000,동진,95000000,28260,인천광역시 서구,11,0,2024.5.22 10:19,2024.5.22 10:19
3001,동진,198000000,41390,경기도 시흥시,16,0,2024.5.22 10:19,2024.5.22 10:19
3002,동진,148000000,28177,인천광역시 미추홀구,18,0,2024.5.22 10:19,2024.5.22 10:19
3003,동진2,150750000,41390,경기도 시흥시,18,0,2024.5.22 10:19,2024.5.22 10:19
3004,동진아파트,50000000,44800,충청남도 홍성군,12,0,2024.5.22 10:19,2024.5.22 10:19
3005,동진주맨션,97000000,48170,경상남도 진주시,20,0,2024.5.22 10:19,2024.5.22 10:19
3006,동창원IC하우스토리,295000000,48250,경상남도 김해시,38,0,2024.5.22 10:19,2024.5.22 10:19
3007,동천 리버팰리스,336000000,29140,광주광역시 서구,26,0,2024.5.22 10:19,2024.5.22 10:19
3008,동천디이스트,810000000,41465,경기도 용인시 수지구,26,0,2024.5.22 10:19,2024.5.22 10:19
3009,동천마을현대홈타운2차,750000000,41465,경기도 용인시 수지구,26,0,2024.5.22 10:19,2024.5.22 10:19
3010,동천센트럴자이,975000000,41465,경기도 용인시 수지구,26,0,2024.5.22 10:19,2024.5.22 10:19
3011,동천센트럴파크,290000000,29140,광주광역시 서구,23,0,2024.5.22 10:19,2024.5.22 10:19
3012,동천역센트럴아이파크,840000000,41465,경기도 용인시 수지구,34,0,2024.5.22 10:19,2024.5.22 10:19
3013,동천파크자이,705000000,41465,경기도 용인시 수지구,19,0,2024.5.22 10:19,2024.5.22 10:19
3014,동촌강나루타운,228000000,27140,대구광역시 동구,18,0,2024.5.22 10:19,2024.5.22 10:19
3015,동촌역태왕아너스르네상스,289000000,27140,대구광역시 동구,18,0,2024.5.22 10:19,2024.5.22 10:19
3016,동춘마을,256000000,28185,인천광역시 연수구,18,0,2024.5.22 10:19,2024.5.22 10:19
3017,동탄 더샵 레이크에듀타운,892000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3018,동탄 파크 이지더원,560000000,41590,경기도 화성시,18,0,2024.5.22 10:19,2024.5.22 10:19
3019,동탄 파크 한양수자인,405000000,41590,경기도 화성시,16,0,2024.5.22 10:19,2024.5.22 10:19
3020,동탄2신도시 베라체,495000000,41590,경기도 화성시,18,0,2024.5.22 10:19,2024.5.22 10:19
3021,동탄2신도시4차동원로얄듀크포레,490000000,41590,경기도 화성시,18,0,2024.5.22 10:19,2024.5.22 10:19
3022,동탄2신도시금강펜테리움센트럴파크Ⅰ,520000000,41590,경기도 화성시,21,0,2024.5.22 10:19,2024.5.22 10:19
3023,동탄2신도시호반베르디움22단지,500000000,41590,경기도 화성시,16,0,2024.5.22 10:19,2024.5.22 10:19
3024,동탄2신도시호반베르디움33단지,568000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3025,동탄2아이파크1단지,570000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3026,동탄2하우스디더레이크,600000000,41590,경기도 화성시,18,0,2024.5.22 10:19,2024.5.22 10:19
3027,동탄금강펜테리움센트럴파크Ⅳ,605000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3028,동탄동원로얄듀크2차,610000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3029,동탄레이크자연앤푸르지오,1040000000,41590,경기도 화성시,30,0,2024.5.22 10:19,2024.5.22 10:19
3030,동탄린스트라우스더레이크,1385000000,41590,경기도 화성시,35,0,2024.5.22 10:19,2024.5.22 10:19
3031,동탄센트럴포레스트,450000000,41590,경기도 화성시,23,0,2024.5.22 10:19,2024.5.22 10:19
3032,동탄숲속마을 광명메이루즈,545000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3033,동탄숲속마을 모아미래도1단지,458000000,41590,경기도 화성시,18,0,2024.5.22 10:19,2024.5.22 10:19
3034,동탄시범다은마을 메타역 롯데캐슬,690000000,41590,경기도 화성시,31,0,2024.5.22 10:19,2024.5.22 10:19
3035,동탄시범다은마을 월드메르디앙 반도유보라,715000000,41590,경기도 화성시,23,0,2024.5.22 10:19,2024.5.22 10:19
3036,동탄에스원센트로빌,47000000,41590,경기도 화성시,4,0,2024.5.22 10:19,2024.5.22 10:19
3037,동탄역 반도유보라 아이비파크 8.0,975000000,41590,경기도 화성시,23,0,2024.5.22 10:19,2024.5.22 10:19
3038,동탄역 반도유보라 아이비파크5.0,745000000,41590,경기도 화성시,18,0,2024.5.22 10:19,2024.5.22 10:19
3039,동탄역 반도유보라 아이비파크6.0,1050000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3040,동탄역 시범우남퍼스트빌아파트,1135000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3041,동탄역 시범한화 꿈에그린 프레스티지,1470000000,41590,경기도 화성시,38,0,2024.5.22 10:19,2024.5.22 10:19
3042,동탄역 신미주,555000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3043,동탄역 호반 써밋,620000000,41590,경기도 화성시,18,0,2024.5.22 10:19,2024.5.22 10:19
3044,동탄역대원칸타빌포레지움,695000000,41590,경기도 화성시,32,0,2024.5.22 10:19,2024.5.22 10:19
3045,동탄역더샵센트럴시티2차,665000000,41590,경기도 화성시,23,0,2024.5.22 10:19,2024.5.22 10:19
3046,동탄역동원로얄듀크1차,595000000,41590,경기도 화성시,18,0,2024.5.22 10:19,2024.5.22 10:19
3047,동탄역동원로얄듀크비스타3차,870000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3048,동탄역린스트라우스,1056000000,41590,경기도 화성시,23,0,2024.5.22 10:19,2024.5.22 10:19
3049,동탄역반도유보라아이비파크2.0,609000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3050,동탄역반도유보라아이비파크7.0,980000000,41590,경기도 화성시,23,0,2024.5.22 10:19,2024.5.22 10:19
3051,동탄역센트럴상록아파트,710000000,41590,경기도 화성시,18,0,2024.5.22 10:19,2024.5.22 10:19
3052,동탄역센트럴푸르지오,597500000,41590,경기도 화성시,18,0,2024.5.22 10:19,2024.5.22 10:19
3053,동탄역시범금강펜테리움센트럴파크3,1120000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3054,동탄역시범리슈빌아파트,970000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3055,동탄역시범예미지아파트,853000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3056,동탄역시범호반써밋,920000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3057,동탄역신안인스빌리베라1차,740000000,41590,경기도 화성시,31,0,2024.5.22 10:19,2024.5.22 10:19
3058,동탄역신안인스빌리베라2차,604000000,41590,경기도 화성시,18,0,2024.5.22 10:19,2024.5.22 10:19
3059,동탄역에일린의뜰,637000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3060,동탄역예미지시그너스,1150000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3061,동탄역중흥에스클래스,595000000,41590,경기도 화성시,25,0,2024.5.22 10:19,2024.5.22 10:19
3062,동탄역파라곤,967000000,41590,경기도 화성시,24,0,2024.5.22 10:19,2024.5.22 10:19
3063,동탄역포레너스,660000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3064,동탄역푸르지오,830000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3065,동탄위버폴리스,635000000,41590,경기도 화성시,37,0,2024.5.22 10:19,2024.5.22 10:19
3066,동탄파라곤,1100000000,41590,경기도 화성시,61,0,2024.5.22 10:19,2024.5.22 10:19
3067,동탄파크자이,800000000,41590,경기도 화성시,30,0,2024.5.22 10:19,2024.5.22 10:19
3068,동탄파크푸르지오,550000000,41590,경기도 화성시,26,0,2024.5.22 10:19,2024.5.22 10:19
3069,동탄퍼스트파크,440000000,41590,경기도 화성시,22,0,2024.5.22 10:19,2024.5.22 10:19
3070,동탄푸른마을신일해피트리,510000000,41590,경기도 화성시,25,0,2024.5.22 10:19,2024.5.22 10:19
3071,동탄플래티넘,670000000,41590,경기도 화성시,37,0,2024.5.22 10:19,2024.5.22 10:19
3072,동탄호수자이파밀리에,625000000,41590,경기도 화성시,23,0,2024.5.22 10:19,2024.5.22 10:19
3073,동해,38000000,51170,강원특별자치도 동해시,19,0,2024.5.22 10:19,2024.5.22 10:19
3074,동해KD아람채,270000000,51170,강원특별자치도 동해시,26,0,2024.5.22 10:19,2024.5.22 10:19
3075,동해규수방,43000000,51170,강원특별자치도 동해시,16,0,2024.5.22 10:19,2024.5.22 10:19
3076,동해금호어울림,247000000,51170,강원특별자치도 동해시,26,0,2024.5.22 10:19,2024.5.22 10:19
3077,동해아이파크,279000000,51170,강원특별자치도 동해시,23,0,2024.5.22 10:19,2024.5.22 10:19
3078,동해이도코아루더스카이,248000000,51170,강원특별자치도 동해시,26,0,2024.5.22 10:19,2024.5.22 10:19
3079,동해하나리움,173000000,51170,강원특별자치도 동해시,18,0,2024.5.22 10:19,2024.5.22 10:19
3080,동현맨션,89000000,51130,강원특별자치도 원주시,22,0,2024.5.22 10:19,2024.5.22 10:19
3081,동호,68000000,46780,전라남도 보성군,29,0,2024.5.22 10:19,2024.5.22 10:19
3082,동호그린파크,51000000,31710,울산광역시 울주군,16,0,2024.5.22 10:19,2024.5.22 10:19
3083,동호이루마시티,205000000,26110,부산광역시 중구,26,0,2024.5.22 10:19,2024.5.22 10:19
3084,동홍동센트레빌,445000000,50130,제주특별자치도 서귀포시,26,0,2024.5.22 10:19,2024.5.22 10:19
3085,동홍동코아루,280000000,50130,제주특별자치도 서귀포시,18,0,2024.5.22 10:19,2024.5.22 10:19
3086,동화2차,85000000,51230,강원특별자치도 삼척시,21,0,2024.5.22 10:19,2024.5.22 10:19
3087,동화3차,120000000,51230,강원특별자치도 삼척시,26,0,2024.5.22 10:19,2024.5.22 10:19
3088,동화5차옥시죤,165000000,41630,경기도 양주시,18,0,2024.5.22 10:19,2024.5.22 10:19
3089,동화6차옥시죤,240000000,41630,경기도 양주시,26,0,2024.5.22 10:19,2024.5.22 10:19
3090,동화골든빌,188000000,27230,대구광역시 북구,17,0,2024.5.22 10:19,2024.5.22 10:19
3091,동화공단타운,54500000,47850,경상북도 칠곡군,18,0,2024.5.22 10:19,2024.5.22 10:19
3092,동화로즈빌,249000000,27290,대구광역시 달서구,23,0,2024.5.22 10:19,2024.5.22 10:19
3093,동화마을동일하이빌,490000000,41590,경기도 화성시,35,0,2024.5.22 10:19,2024.5.22 10:19
3094,동화은하수옥시죤,215000000,41630,경기도 양주시,26,0,2024.5.22 10:19,2024.5.22 10:19
3095,동화팰리스7차,153000000,48270,경상남도 밀양시,26,0,2024.5.22 10:19,2024.5.22 10:19
3096,동화프라임빌,177000000,47290,경상북도 경산시,21,0,2024.5.22 10:19,2024.5.22 10:19
3097,동화훼밀리타운,235000000,27230,대구광역시 북구,23,0,2024.5.22 10:19,2024.5.22 10:19
3098,동환,80000000,41220,경기도 평택시,25,0,2024.5.22 10:19,2024.5.22 10:19
3099,두견마을벽산3차,545000000,41111,경기도 수원시 장안구,30,0,2024.5.22 10:19,2024.5.22 10:19
3100,두경,34000000,44131,충청남도 천안시 동남구,8,0,2024.5.22 10:19,2024.5.22 10:19
3101,두레,65000000,30230,대전광역시 대덕구,11,0,2024.5.22 10:19,2024.5.22 10:19
3102,두레타운,96000000,27260,대구광역시 수성구,12,0,2024.5.22 10:19,2024.5.22 10:19
3103,두레현대1,142000000,44131,충청남도 천안시 동남구,18,0,2024.5.22 10:19,2024.5.22 10:19
3104,두레현대2,160000000,44131,충청남도 천안시 동남구,18,0,2024.5.22 10:19,2024.5.22 10:19
3105,두류파크KCC스위첸,499000000,27290,대구광역시 달서구,26,0,2024.5.22 10:19,2024.5.22 10:19
3106,두산,810000000,11620,서울특별시 관악구,18,0,2024.5.22 10:19,2024.5.22 10:19
3107,두산,183000000,41500,경기도 이천시,18,0,2024.5.22 10:19,2024.5.22 10:19
3108,두산,230000000,51130,강원특별자치도 원주시,41,0,2024.5.22 10:19,2024.5.22 10:19
3109,두산,890000000,11200,서울특별시 성동구,18,0,2024.5.22 10:19,2024.5.22 10:19
3110,두산,617000000,41131,경기도 성남시 수정구,22,0,2024.5.22 10:19,2024.5.22 10:19
3111,두산,830000000,11230,서울특별시 동대문구,35,0,2024.5.22 10:19,2024.5.22 10:19
3112,두산,800000000,11200,서울특별시 성동구,18,0,2024.5.22 10:19,2024.5.22 10:19
3113,두산,320000000,28245,인천광역시 계양구,26,0,2024.5.22 10:19,2024.5.22 10:19
3114,두산,166000000,51110,강원특별자치도 춘천시,18,0,2024.5.22 10:19,2024.5.22 10:19
3115,두산,658000000,11290,서울특별시 성북구,18,0,2024.5.22 10:19,2024.5.22 10:19
3116,두산,770000000,11410,서울특별시 서대문구,18,0,2024.5.22 10:19,2024.5.22 10:19
3117,두산,295000000,41410,경기도 군포시,17,0,2024.5.22 10:19,2024.5.22 10:19
3118,두산,455000000,28237,인천광역시 부평구,31,0,2024.5.22 10:19,2024.5.22 10:19
3119,두산,640000000,11545,서울특별시 금천구,18,0,2024.5.22 10:19,2024.5.22 10:19
3120,두산,46000000,44230,충청남도 논산시,16,0,2024.5.22 10:19,2024.5.22 10:19
3121,두산,360000000,41390,경기도 시흥시,22,0,2024.5.22 10:19,2024.5.22 10:19
3122,두산1,305000000,41360,경기도 남양주시,26,0,2024.5.22 10:19,2024.5.22 10:19
3123,두산2,384000000,26350,부산광역시 해운대구,18,0,2024.5.22 10:19,2024.5.22 10:19
3124,두산2,223000000,48125,경상남도 창원시 마산합포구,26,0,2024.5.22 10:19,2024.5.22 10:19
3125,두산3,695000000,11260,서울특별시 중랑구,26,0,2024.5.22 10:19,2024.5.22 10:19
3126,두산3,147000000,48125,경상남도 창원시 마산합포구,18,0,2024.5.22 10:19,2024.5.22 10:19
3127,두산경복궁,207000000,52111,전북특별자치도 전주시 완산구,26,0,2024.5.22 10:19,2024.5.22 10:19
3128,두산그랜드타운,100000000,52113,전북특별자치도 전주시 덕진구,18,0,2024.5.22 10:19,2024.5.22 10:19
3129,두산동아,445000000,41113,경기도 수원시 권선구,31,0,2024.5.22 10:19,2024.5.22 10:19
3130,두산신성,89000000,44250,충청남도 계룡시,18,0,2024.5.22 10:19,2024.5.22 10:19
3131,두산알프하임,380000000,41360,경기도 남양주시,18,0,2024.5.22 10:19,2024.5.22 10:19
3132,두산위브,205000000,41480,경기도 파주시,26,0,2024.5.22 10:19,2024.5.22 10:19
3133,두산위브,610000000,41273,경기도 안산시 단원구,26,0,2024.5.22 10:19,2024.5.22 10:19
3134,두산위브,232000000,48170,경상남도 진주시,26,0,2024.5.22 10:19,2024.5.22 10:19
3135,두산위브,275000000,41273,경기도 안산시 단원구,18,0,2024.5.22 10:19,2024.5.22 10:19
3136,두산위브,240000000,27290,대구광역시 달서구,18,0,2024.5.22 10:19,2024.5.22 10:19
3137,두산위브,570000000,41210,경기도 광명시,18,0,2024.5.22 10:19,2024.5.22 10:19
3138,두산위브,440000000,52113,전북특별자치도 전주시 덕진구,43,0,2024.5.22 10:19,2024.5.22 10:19
3139,두산위브,255000000,51110,강원특별자치도 춘천시,26,0,2024.5.22 10:19,2024.5.22 10:19
3140,두산위브,312000000,29110,광주광역시 동구,26,0,2024.5.22 10:19,2024.5.22 10:19
3141,두산위브,355000000,31710,울산광역시 울주군,26,0,2024.5.22 10:19,2024.5.22 10:19
3142,두산위브,1000000000,11230,서울특별시 동대문구,26,0,2024.5.22 10:19,2024.5.22 10:19
3143,두산위브더제니스,1400000000,27260,대구광역시 수성구,39,0,2024.5.22 10:19,2024.5.22 10:19
3144,두산위브더제니스,380000000,47113,경상북도 포항시 북구,26,0,2024.5.22 10:19,2024.5.22 10:19
3145,두산위브더제니스,320000000,43112,충청북도 청주시 서원구,30,0,2024.5.22 10:19,2024.5.22 10:19
3146,두산위브더제니스,450000000,31140,울산광역시 남구,37,0,2024.5.22 10:19,2024.5.22 10:19
3147,두산위브센티움,150000000,11740,서울특별자치시 강동구,10,0,2024.5.22 10:19,2024.5.22 10:19
3148,두산위브지웰시티2차,610000000,43113,충청북도 청주시 흥덕구,24,0,2024.5.22 10:19,2024.5.22 10:19
3149,두산위브트레지움,385000000,47130,경상북도 경주시,23,0,2024.5.22 10:19,2024.5.22 10:19
3150,두산위브트레지움,1350000000,11590,서울특별시 동작구,26,0,2024.5.22 10:19,2024.5.22 10:19
3151,두산위브트레지움,644000000,11305,서울특별시 강북구,18,0,2024.5.22 10:19,2024.5.22 10:19
3152,두산위브호수마을2단지,599800000,41430,경기도 의왕시,18,0,2024.5.22 10:19,2024.5.22 10:19
3153,두산주택,62000000,47190,경상북도 구미시,24,0,2024.5.22 10:19,2024.5.22 10:19
3154,두산중공업,52500000,47930,경상북도 울진군,20,0,2024.5.22 10:19,2024.5.22 10:19
3155,두산청구,218000000,27230,대구광역시 북구,26,0,2024.5.22 10:19,2024.5.22 10:19
3156,두산푸른솔,108500000,52111,전북특별자치도 전주시 완산구,18,0,2024.5.22 10:19,2024.5.22 10:19
3157,두산하이츠,24000000,43111,충청북도 청주시 상당구,7,0,2024.5.22 10:19,2024.5.22 10:19
3158,두산한솔,160000000,43112,충청북도 청주시 서원구,30,0,2024.5.22 10:19,2024.5.22 10:19
3159,두산한솔,168000000,43112,충청북도 청주시 서원구,26,0,2024.5.22 10:19,2024.5.22 10:19
3160,두산한솔2,120000000,43112,충청북도 청주시 서원구,18,0,2024.5.22 10:19,2024.5.22 10:19
3161,두성,155000000,27260,대구광역시 수성구,18,0,2024.5.22 10:19,2024.5.22 10:19
3162,두성타운3,127000000,27230,대구광역시 북구,18,0,2024.5.22 10:19,2024.5.22 10:19
3163,두성파크2,142500000,27230,대구광역시 북구,26,0,2024.5.22 10:19,2024.5.22 10:19
